#,Book Title,ISBN,Product Form,Language,Applicant Type,Name of Publishing Agency/Publisher,Imprint,Name of Author/Editor,Publication Date
1581,Class9 Physics QB Kerala(Editionnew),978-93-0924-324-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1582,Class10 Social Science Solved Paper 2019(Editionnew),978-93-0924-241-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1583,Akhil Bhartiya Engineer Exam 2004(Editionnew),978-93-0924-969-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1584,Worksheet Math Class 6 Final(Editionnew),978-93-0924-620-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1585,Class 6 Math Worksheet(Editionnew),978-93-0924-123-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1586,Pratiyogita Vigyan 2004(Editionnew),978-93-0924-707-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1587,Class12 Computer Science C 2009(Editionnew),978-93-0924-183-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1588,Class10 Math Solved Paper 2020(Editionnew),978-93-0924-927-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1589,West Bengal Chemistry solution JEE 2010(Editionnew),978-93-0924-042-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1590,Class-9 Sanskrit CBSE CCE QB First Sametive(Editionnew),978-93-0924-392-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1591,Class12 CBSE Eco Paper MS 2018(Editionnew),978-93-0924-543-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1592,Class-10_Marathi_Vachanpath_2nd Lang_Inner_QB_SSC_Maharashtra(Editionnew),978-93-0924-117-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1593,Class10 English QB_Kerala(Editionnew),978-93-0924-905-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1594,Solution of AFMC-2005(Editionnew),978-93-0924-939-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1595,Class 7 Science Lab Mannual(Editionnew),978-93-0924-723-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1596,Class 10 Hinid B QB CBSE(Editionnew),978-93-0924-129-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1597,UPSC GK Digest(Editionnew),978-93-0924-719-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1598,CLAT and AILET YW SP(Editionnew),978-93-0924-450-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1599,Class10 paper English Communicative(Editionnew),978-93-0924-883-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1600,Class10 Math Solved Paper 2019(Editionnew),978-93-0924-484-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1601,MAT_Mathematics_CW_Solution(Editionnew),978-93-0924-566-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1602,CUET Comb MTP Humanities(Editionnew),978-93-0924-019-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1603,CAT 10 Mock Test Paper_2003(Editionnew),978-93-0924-026-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1604,Solution to Bihar CECE Secont Stage_2005(Editionnew),978-93-0924-374-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1605,Class 10 Hindi B Inner pullout worksheets 2017-18 CTC(Editionnew),978-93-0924-675-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1606,Class-10_English Communicative_Inner_QB_CBSE_2019(Editionnew),978-93-0924-409-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1607,Class12 CBSE Economics Comp Paper 2014(Editionnew),978-93-0924-460-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1608,Class 10 Commercial Studies QB ICSE (2019)(Editionnew),978-93-0924-313-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1609,मौन सीता की रामायण,978-81-992793-4-6,Hardback,Hindi,Publisher,Vichar Prakashan,,प्रगति बच्छावत,30/05/2026
1610,2Maths & Stats CA foundation PE-1(Editionnew),978-93-0924-220-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1611,Poultry Processing Technology,978-93-0916-384-5,Hardback,English,Publisher,Random Publications LLP,,Loknarayan Shukla,10/04/2026
1612,Automobile Engineering Fundamentals,978-93-0914-455-4,Hardback,English,Publisher,VENUS BOOKS,,Dharmesh Shukla,10/04/2026
1613,Class 10 Board Blaster CBSE(Editionnew),978-93-0924-928-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1614,Modern Government: Theory and Practice,978-93-0914-172-0,Hardback,English,Publisher,VENUS BOOKS,,Dharmapal Upadhyay,10/04/2026
1615,Psychological Operations and Propaganda,978-93-0916-484-2,Hardback,English,Publisher,Random Publications LLP,,Dharmamitra Patil,10/04/2026
1616,Radio Journalism and Production,978-93-0916-472-9,Hardback,English,Publisher,Random Publications LLP,,Ishaanraj Joshi,10/04/2026
1617,Indian Nationalism and RSS,978-93-0916-469-9,Hardback,English,Publisher,Random Publications LLP,,Raghavdeepak Bhardwaj,10/04/2026
1618,KCC Scheme : Backbone of Modern Farming Finance,978-81-69434-38-6,Hardback,English,Publisher,Chandralok Prakashan,Chandralok Prakashan,Dr. Shipra,15/04/2026
1619,Reservation System in India,978-93-0916-649-5,Hardback,English,Publisher,Random Publications LLP,,Avineetraj Mishra,10/04/2026
1620,Environmental Science: A Textbook,978-93-0914-484-4,Hardback,English,Publisher,VENUS BOOKS,,Devkinandan Tiwari,10/04/2026
1621,Information Age Security and Surveillance,978-93-0916-262-6,Hardback,English,Publisher,Random Publications LLP,,Yashvikram Nagar,10/04/2026
1622,Handbook of Social Work,978-93-0914-191-1,Hardback,English,Publisher,VENUS BOOKS,,Devashish Trivedi,10/04/2026
1623,Women’s Rights and Social Change,978-93-0914-798-2,Hardback,English,Publisher,VENUS BOOKS,,Devvrat Bhatt,10/04/2026
1624,Social Reformers of Kolkata,978-93-0916-099-8,Hardback,English,Publisher,Random Publications LLP,,Achyutraj Tiwari,10/04/2026
1625,Wildlife Studies and Tourism,978-93-0914-368-7,Hardback,English,Publisher,VENUS BOOKS,,Devdutt Shukla,10/04/2026
1626,Tourism and Recreation Studies,978-93-0916-526-9,Hardback,English,Publisher,Random Publications LLP,,Shivavrat Upadhyay,10/04/2026
1627,Cyber Threats and Security,978-93-0914-773-9,Hardback,English,Publisher,VENUS BOOKS,,Giriraj Upadhyay,10/04/2026
1628,Special Libraries and Information Services,978-93-0916-059-2,Hardback,English,Publisher,Random Publications LLP,,Saumyadeep Tripathi,10/04/2026
1629,Technological Advances in Architecture,978-93-0914-655-8,Hardback,English,Publisher,VENUS BOOKS,,Gokul Pandey,10/04/2026
1630,Sports Psychology and Sociology,978-93-0914-047-1,Hardback,English,Publisher,VENUS BOOKS,,Giridhar Bhatt,10/04/2026
1631,Administration and Management in Sports Organizations,978-93-0916-439-2,Hardback,English,Publisher,Random Publications LLP,,Adityaved Chaturvedi,10/04/2026
1632,Sports Management: Principles and Applications,978-93-0914-277-2,Hardback,English,Publisher,VENUS BOOKS,,Ganpat Shukla,10/04/2026
1633,Sports and Games: An Introduction,978-93-0916-577-1,Hardback,English,Publisher,Random Publications LLP,,Raghaveshwar Shukla,10/04/2026
1634,Kadavul Enral Enna?(EditionFirst Edition),978-93-5812-323-4,Paperback / softback,Tamil,Author,K PARAMASIVAM,,K PARAMASIVAM,13/04/2026
1635,Education Theory and Practice,978-93-0914-984-9,Hardback,English,Publisher,VENUS BOOKS,,Govardhan Trivedi,10/04/2026
1636,Handle Finance Emotions - The Gita Way,978-93-5812-022-6,Book,English,Author,GAYITRI S HULAGERI,,SACHIN H HULAGERI,22/03/2026
1637,At the Feet of the Guru,978-93-5812-025-7,Hardback,English,Author,Primila Puri,,Primila Puri,11/04/2026
1638,Sales Management Strategies,978-93-0916-896-3,Hardback,English,Publisher,Random Publications LLP,,Avyayanath Pandey,10/04/2026
1639,Library Computerization Research,978-93-0914-786-9,Hardback,English,Publisher,VENUS BOOKS,,Hemchandra Shukla,10/04/2026
1640,The Edicts of Ashoka: Historical Insights,978-93-0916-550-4,Hardback,English,Publisher,Random Publications LLP,,Vedprakashak Mishra,10/04/2026
1641,Food Processing and Quality Management,978-93-0914-446-2,Hardback,English,Publisher,VENUS BOOKS,,Harishankar Upadhyay,10/04/2026
1642,Emotional Politics and Populism,978-93-0916-540-5,Hardback,English,Publisher,Random Publications LLP,,Harshnarayan Joshi,10/04/2026
1643,Indian Economy: Performance and Policies,978-93-0916-594-8,Hardback,English,Publisher,Random Publications LLP,,Dharmakeertivar Trivedi,10/04/2026
1644,CA_Final_Exam_Advanced Auditing_Unsolved_June_2009-g1(Editionnew),978-93-0924-184-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1645,NDA 2018 Answer 1 to 150 Paper II Eng and GS(Editionnew),978-93-0924-888-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1646,CUET QB English(Editionnew),978-93-0924-071-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1647,Class12 CBSE Topper 2018_Accountancy(Editionnew),978-93-0924-504-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1648,CDS Mathematics Solved Paper Feb. 2004(Editionnew),978-93-0924-861-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1649,Class-10_Mathematics_SQP_CBSE(Editionnew),978-93-0924-051-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1650,Class 9 Sanskrit Term 1 Sametive CBSE QB(Editionnew),978-93-0924-579-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1651,Class 9 Mathematics (Part 2) Kerala SSLC QB(Editionnew),978-93-0924-974-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1652,Class 12 Mathematics SQP CBSE(Editionnew),978-93-0924-255-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1653,Class 6 Hindi NCER WB NCERT(Editionnew),978-93-0924-087-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1654,UPSC-Pre & Mains (Text Book) Governance(Editionnew),978-93-0924-797-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1655,Class 9 Mathematics TB Exemp. Solutions Inner(Editionnew),978-93-0924-835-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1656,IIT-JEE Inorganic Chemistry Solved Paper 2028(Editionnew),978-93-0924-495-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1657,DCE_CW_Solve Paper 2006(Editionnew),978-93-0924-522-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1658,Class 9 IT CBSE QB Term 2(Editionnew),978-93-0924-829-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1659,IIT-JEE (Screening) PCM MTP May 2004(Editionnew),978-93-0924-919-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1660,Class 9&10 English Paper-2 WS ICSE(Editionnew),978-93-0924-436-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1661,Class 12 ISC specimen paper 2018(Editionnew),978-93-0924-449-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1662,NDA(2) solved paper general ability 2009(Editionnew),978-93-0924-757-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1663,Class-10_English Lang_SQP_CBSE_2007(Editionnew),978-93-0924-612-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1664,Class10 Maths Unsolved CBSE(Editionnew),978-93-0924-136-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1665,Class 9 QB Economics(Editionnew),978-93-0924-717-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1666,Class 12 QB Physics(Editionnew),978-93-0924-169-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1667,Class-10_Hindi-B_Inner_Pullout Worksheet_CBSE_2017(Editionnew),978-93-0924-756-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1668,Class-12 cbse qb ch-1 to 3 Physics(Editionnew),978-93-0924-767-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1669,UP Polytechnic Mathe Science (Hindi Med) Solved Paper 2009(Editionnew),978-93-0924-297-7,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1670,Class 12 Applied Math QB CBSE(Editionnew),978-93-0924-318-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1671,Class 9 Science CBSE SQP Inner(Editionnew),978-93-0924-600-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1672,Class 9 English Lang & Lit QB CBSE (2019)(Editionnew),978-93-0924-197-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1673,PSA Inner Book Final 9th 2015(Editionnew),978-93-0924-476-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1674,Class-11_Computer Science_Chapterwise_CBSE_2008(Editionnew),978-93-0924-429-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1675,Class 9&10 English Paper-1 WS ICSE(Editionnew),978-93-0924-486-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1676,Computer Science Engineering (GATE)(Editionnew),978-93-0924-541-1,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1677,CBSE AIPM Main entrance 2004 Exam(Editionnew),978-93-0924-249-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1678,CUET UG MTP PSYCHOLOGY(Editionnew),978-93-0924-222-9,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1679,Class10 Social Science Solved Paper 2023(Editionnew),978-93-0924-168-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1680,Kerla(SSLC) 10 Social science(Part-1)(Editionnew),978-93-0924-944-0,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1681,Class 12 inner english QB(Editionnew),978-93-0924-546-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1682,Revision Notes_Computer Application(Editionnew),978-93-0924-464-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1683,Class7 Hindi QB CBSE(Editionnew),978-93-0924-636-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1684,Class 10 Social Science CBSE Unsolved Papers Inner(Editionnew),978-93-0924-674-6,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1685,Class12 Physics SQP Inner 2018(Editionnew),978-93-0924-344-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1686,Class 9 Hindi-B WS NCERT CBSE(Editionnew),978-93-0924-882-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1687,Self Corner IIT JEE Physics(Editionnew),978-93-0924-258-8,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1688,Class10 History & Civics QB ICSE(Editionnew),978-93-0924-291-5,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1689,Class 5 Marigold (English) Study Material(Editionnew),978-93-0924-125-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1690,Class10 Science QB(Editionnew),978-93-0924-144-4,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1691,NDA Exam 2004 (Hindi)(Editionnew),978-93-0924-391-2,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
1692,Class-10_Eng_Lang_QB_9-208(Editionnew),978-93-0924-589-3,Paperback / softback,English,Publisher,Oswaal Books and Learning Pvt Ltd,Oswaal Books,pjain,09/04/2026
